영화명,영화명(영문),제작연도,제작국가,유형,장르,제작상태,감독,제작사
8-비트 크리스마스,8-Bit Christmas,2021,미국,장편,"코미디,가족",기타,마이클 도즈,
무간도5 : 생사잠행,The Infernal Walker,2020,홍콩,장편,"범죄,액션,스릴러",기타,황가휘,
"섹스, 거짓말 그리고 비디오 테이프","Sex, Lies, and Videotape",2011,한국,장편,코미디,개봉,봉만대,"(주)스넵쏘울,영화사뜰(주)"
검객: 척살금의위,Chivalrous Forever,2020,중국,장편,"사극,액션",기타,,
창애 (짐승잡는 덫),A Trap,2021,한국,장편,스릴러,기타,이문영,(주)청우필름
승부,The Match,2021,한국,장편,드라마,후반작업,김형주,"(주)영화사 월광,(주)비에이치 엔터테인먼트"
기적,The Silence Of OM,2018,대만,온라인전용,드라마,기타,,
판타지 아일랜드,Sea Change ,2017,미국,온라인전용,드라마,기타,,
슈퍼 마리오 브라더스,The Super Mario Bros. Movie,2023,미국,장편,"애니메이션,어드벤처,코미디",개봉예정,,
추운겨울에도 빛이 있다.,There is light even is cold winter,2021,한국,단편,"드라마,스릴러",기타,최정한,
털괴,Hairy Monster,2020,한국,단편,드라마,기타,김오지숙,
쉬즈 디 오션: 그녀의 바다,She is the Ocean,2018,"미국,독일,인도네시아,포르투갈",장편,다큐멘터리,기타,,
작은연못,,2021,한국,장편,다큐멘터리,개봉예정,,
러브 온 다이어트,Love On A Diet,2001,홍콩,장편,"코미디,멜로/로맨스",기타,"두기봉,위가휘",
아인보: 아마존의 전설,AINBO: Spirit of the Amazon,2021,"페루,네덜란드,미국",장편,애니메이션,개봉예정,"리처드 클라우스,호세 젤라다",
2046,2046,2004,홍콩,장편,드라마,개봉,왕가위,"아르떼,콜럼비아 픽쳐스 코포레이션,프랑스3시네마,젯톤프로덕션,제2 독일 텔레비젼 협회,포르티시모 필름"
프레이 포 더 데블,Prey for the Devil,2022,미국,장편,"미스터리,공포(호러)",개봉예정,다니엘 스탬,
아웃사이더,Bodkin Ras ,2016,네덜란드,온라인전용,"범죄,드라마,스릴러",기타,,
사대명포5,The Mystic Nine,2021,중국,장편,"판타지,액션",기타,남지위,
리멤버,REMEMBER,2020,한국,장편,드라마,개봉예정,이일형,(주)영화사 월광
봉신대전1,,2019,중국,장편,"판타지,드라마",기타,,
정글비트 더 무비,Jungle Beat: The Movie,2020,기타,장편,애니메이션,기타,,
햄릿,Hamlet,2022,미국,장편,공연,개봉,,
십센치 : 권정열 인 시네마,10CM : KWON JEONG YEOL IN CINEMA,2022,한국,장편,공연,개봉,,씨제이 씨지브이(CJ CGV)(주)
기억의 전쟁,Untold,2018,한국,장편,다큐멘터리,개봉,이길보라,영화사고래
몬스터 피라냐,Death Aquarium,2021,미국,장편,액션,기타,글렌 밀러,
마지막 생존자,"Posljednji Srbin u Hrvatskoj , The Last Serb in Croatia",2019,헝가리,온라인전용,"어드벤처,코미디,공포(호러)",기타,,
침묵의 소리,The Sound of Silence,2019,미국,온라인전용,가족,기타,,
케어베어: 나도 상받고 싶어,Care Bears to the Rescue,2010,미국,온라인전용,애니메이션,기타,,
인시디어스: 벽장 속 그것,Invoking 4,2017,미국,온라인전용,공포(호러),기타,,
텍사스 전기톱 연쇄살인사건,Shellmont County Massacre,2018,미국,온라인전용,공포(호러),기타,,
액시던트, ACCIDENT,2017,"남아프리카공화국,프랑스",장편,"액션,스릴러",기타,,
"생, 날선생",Mr. Wacky,2006,한국,장편,코미디,개봉,김동욱,㈜필름지
워 오브 솔다도,Soldado Milhos,2018,포르투갈,장편,전쟁,기타,,
굿 보이즈 ,Good Boys,2019,미국,장편,코미디,기타,리 아이젠버그,
두리둥실 뭉게공항 사라진 우승 트로피를 찾아서,,2019,한국,장편,"애니메이션,어드벤처,판타지",기타,,
귀여운 악마,Cute Devil,2016,일본,장편,"멜로/로맨스,스릴러",기타,사토 히사야스,
"노리, 노리파크의 시작",Nori Rollercoaster Boy,2019,한국,장편,"애니메이션,드라마,가족",기타,손대균,
카드캡터 체리 2,Cardcaptor Sakura: The Sealed Card,2000,일본,장편,"애니메이션,판타지,멜로/로맨스",기타,아사카 모리오,
노웨이 아웃,Derelict,2017,미국,온라인전용,"드라마,공포(호러),미스터리",기타,,
안녕 자두야 스페셜: 언더 더 씨,Hello Jadoo: Under the Sea,2019,한국,온라인전용,"애니메이션,가족",기타,,
원피스: 에피소드 오브 스카이피아,One Piece: Episode of Skypiea,2018,일본,온라인전용,애니메이션,기타,우다 고노스케,
인류에게 밥 주는 남자,We Feed People,2022,미국,장편,다큐멘터리,기타,론 하워드,
식객,Le Grand Chef,2007,한국,장편,드라마,개봉,전윤수,쇼이스트(주)
가비,Gabi,2012,한국,장편,"드라마,멜로/로맨스,미스터리",개봉,장윤현,(주)오션필름
사도,The Throne,2014,한국,장편,사극,개봉,이준익,(주)타이거픽쳐스
"광해, 왕이 된 남자",Masquerade,2012,한국,장편,"사극,드라마",개봉,추창민,"리얼라이즈픽쳐스(주),(주)씨제이이엔엠"
자산어보,The Book of Fish,2019,한국,장편,"사극,드라마",개봉,이준익,(주)씨네월드
왕의 남자,King and the Clown,2005,한국,장편,드라마,개봉,이준익,"(주)씨네월드,(주)이글픽쳐스"
스마일,Smile,2022,미국,장편,"미스터리,공포(호러)",개봉,파커 핀,
우유의 종말,Milked,2021,뉴질랜드,장편,다큐멘터리,기타,,
연대: 이 땅에서 먹고 살기 위하여,Gather,2020,미국,장편,다큐멘터리,기타,산제이 라왈,
"우리의 식생활, 멸종을 부르다",Eating Our Way to Extinction,2021,영국,장편,다큐멘터리,기타,,
오션 라이크 미,Ocean Likes Me,2022,한국,장편,멜로/로맨스,기타,,주식회사 이모션스튜디오
오늘은 좀 매울지도 몰라,Recipe for Farewell,2022,한국,장편,드라마,기타,이호재,
씨앗의 시간,Time of Seeds,2020,한국,장편,다큐멘터리,기타,설경숙,
말아,ROLLING,2021,한국,장편,드라마,개봉,곽민승,왓에버웍스
미라주르의 새로운 시작,Reinventing Mirazur,2021,"영국,미국,일본,스위스",장편,다큐멘터리,기타,"프랭크 리비에,베라네 프레디아니",
꿀꿀,Oink,2022,"네덜란드,벨기에",장편,애니메이션,기타,마샤 할베스타드,
다이아몬드 거리의 천사들,Angels on Diamond Street,2019,"네덜란드,노르웨이",장편,다큐멘터리,기타,,
SIAFF2022 묶음 상영 5,,2022,한국,옴니버스,다큐멘터리,기타,,
SIAFF2022 묶음 상영 3,,2022,한국,옴니버스,다큐멘터리,기타,,
SIAFF2022 묶음 상영 1,,2022,기타,옴니버스,다큐멘터리,기타,,
리틀 프린세스 소피아 : 진정한 용기,Sofia the First: Forever Royal,2018,미국,장편,"애니메이션,가족,판타지",기타,제이미 미첼,
쥬라기캅스 특별판: 탄생! 쥬라기 캅스,JURASSIC COPS SPECIAL,2018,한국,온라인전용,애니메이션,기타,,
하이퍼레스큐 드라이브헤드 극장판 스페셜,Drive Head TOMICA Hyper Rescue SP,2018,일본,온라인전용,"애니메이션,어드벤처,판타지",기타,카토 타카오,
육사오(6/45),6/45,2022,한국,장편,코미디,개봉,박규태,"(주)티피에스컴퍼니,(주)싸이더스"
대신맨숀: 영등포건축문화유산,Daeshin mansion: Yeongdeungpo architecture cultural heritage,2019,한국,단편,다큐멘터리,기타,,
"안녕, 가든테라스","Farewell, Garden Terrace",2021,한국,장편,다큐멘터리,기타,,
건물은 무고하다,The New Front Got a Bum Rap,2021,오스트리아 ,단편,다큐멘터리,기타,,
"오래된, 새로운, 다른","The Old, the New and the Other",2022,한국,단편,다큐멘터리,기타,,
극장판 요괴워치 섀도사이드: 도깨비왕의 부활,Yo-Kai Watch 4,2017,일본,장편,애니메이션,개봉,우시로 신지,
부유하는 욕망의 유령들,A Pile of Ghosts,2021,"오스트리아 ,싱가포르",장편,다큐멘터리,기타,엘라 라이델,
전함 베를린,Battleship Berlin,2021,독일,장편,다큐멘터리,기타,,
잃어버린 릴리 라이히의 공간,On set with: Lilly Reich,2022,스페인,단편,다큐멘터리,기타,,
섹션제로3-블록13,Section Zero 3,2017,프랑스,장편,"SF,스릴러,액션",개봉,올리비에르 마샬,
다크웹,Dark Web,2016,프랑스,온라인전용,공포(호러),기타,,
베이비시터,Babysitter ,2015,미국,온라인전용,코미디,기타,,
엔카운터 ,Encounter,2016,미국,온라인전용,공포(호러),기타,,
로건,Logan,2010,미국,온라인전용,"코미디,드라마,가족",기타,,
헌티드 ,Haunted,2016,미국,온라인전용,"공포(호러),스릴러",기타,,
킬링 플로어,The Killing Floor,2007,미국,온라인전용,"범죄,공포(호러),미스터리",기타,,
발다우라: 친환경적인 격리 생활,Valldaura: A Quarantine Cabin,2021,스페인,장편,다큐멘터리,기타,,
스마트한 도시를 위하여,Smart Cities,2018,오스트리아 ,장편,다큐멘터리,기타,,
애프터 네이처,After Nature,2022,덴마크,장편,다큐멘터리,기타,,
벨샤스 305번지,305 Bellechasse,2022,캐나다,장편,다큐멘터리,기타,,
아주 오래된 미래도시,A Tale of Old Cities,2021,한국,장편,다큐멘터리,기타,조은성,
또 다른 도시,An Other City,2021,스웨덴,장편,다큐멘터리,기타,,
고양이들의 아파트,Cats' Apartment,2020,한국,장편,다큐멘터리,개봉,정재은,영화사 못
트랜스포머 프라임 : 프레데콘 라이징,Transformers Prime Beast Hunters: Predacons Rising,2013,미국,장편,"애니메이션,액션,가족",기타,알렉스 커츠먼,
내추럴 셀렉션,Natural Selection ,2015,미국,온라인전용,드라마,기타,,
"에브리씽, 에브리씽","Everything, Everything",2017,미국,온라인전용,"드라마,멜로/로맨스",기타,,
워크 투 유,Asthma,2014,미국,장편,"드라마,멜로/로맨스",기타,제이크 호프만,
어떤 여자들,Certain Women ,2016,미국,장편,드라마,기타,켈리 레인하르트,
더 데블스 도어,At the Devil's Door,2014,미국,온라인전용,공포(호러),기타,니콜라스 맥카시,
원피스 극장판: 에피소드 오브 사보,"One Piece: Episode of Sabo: Bond of Three Brothers, A Miraculous Reunion and an Inherited Will",2015,일본,온라인전용,애니메이션,기타,,
마더스 데이,Mother's Day ,2016,미국,온라인전용,"코미디,드라마,멜로/로맨스",기타,게리 마샬,
센트럴 인텔리전스,Central Intelligence,2016,미국,장편,"액션,코미디,범죄",기타,로슨 마샬 터버,
아임유어스,I'm Yours,2011,캐나다,장편,"멜로/로맨스,코미디",기타,레너드 파링거,
찰스 스펄전의 눈으로 본 세상,Through the Eyes of Spurgeon,2014,캐나다,장편,다큐멘터리,기타,,
원펀치,Goon,2011,"미국,캐나다",온라인전용,"코미디,드라마",기타,,
구타유발자,Assailant,2022,영국,장편,스릴러,기타,톰 페이튼,
태안,Taean,2020,한국,장편,다큐멘터리,개봉,구자환,레드무비
킬링 케네스,The Killing of Kenneth Chamberlain,2020,미국,장편,"드라마,스릴러",기타,,
극장판 검정고무신 : 즐거운 나의 집,,2022,한국,장편,애니메이션,개봉,"송정율,송요한",
부에노스아이레스를 위한 계획,Plan for Buenos Aires,2022,아르헨티나,장편,다큐멘터리,기타,헤라르도 파네로,
막스 리셀라다와 12개의 건물들,"Max Risselada: Life, Works & 12 Buildings",2021,네덜란드,장편,다큐멘터리,기타,,
알바루 시자: 콘크리트의 미학,Concrete Landscape,2022,브라질,장편,다큐멘터리,기타,,
바스티유 오페라 극장 건설기,Building Bastille,2021,캐나다,장편,다큐멘터리,기타,,
"안도 다다오, 다음 세대를 위하여",Tadao Ando: Words for the Next Generation,2020,일본,장편,다큐멘터리,기타,,
인크레더블,The Incredibles,2004,미국,장편,애니메이션,개봉,브래드 버드,"월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오"
마당을 나온 암탉,"Leafie, a Hen into the Wild",2011,한국,장편,애니메이션,개봉,오성윤,"(주)오돌또기 ,(주)명필름"
죽여주는 여자,The Bacchus Lady,2016,한국,장편,드라마,개봉,이재용,"한국영화아카데미,주식회사 뭉클픽쳐스"
그것만이 내 세상,Keys to the Heart,2017,한국,장편,"코미디,드라마",개봉,최성현,"(주)제이케이필름,(주)씨제이이엔엠"
고령화 가족,Boomerang Family,2013,한국,장편,"드라마,코미디",개봉,송해성,(주)인벤트스톤
계춘할망,Canola,2016,한국,장편,"가족,드라마",개봉,창,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스"
아내가 결혼했다,My Wife Got Married,2008,한국,장편,"멜로/로맨스,드라마",개봉,정윤수,(주)주피터필름
미쓰백,Miss Baek,2017,한국,장편,드라마,개봉,이지원,영화사 배
늑대소년,A Werewolf Boy,2012,한국,장편,"멜로/로맨스,드라마,판타지",개봉,조성희,(주)영화사비단길
그들이 진심으로 엮을 때,Close-Knit,2017,일본,장편,"가족,드라마",개봉,오기가미 나오코,
영주,Youngju,2018,한국,장편,드라마,개봉,차성덕,
메종 드 히미코,Mezon Do Himiko,2005,일본,장편,드라마,개봉,이누도 잇신,아스믹에이스엔터테인먼트
부그와 엘리엇: 늑대인간의 공포,Open Season: Scared Silly,2015,미국,온라인전용,"애니메이션,어드벤처,코미디",기타,,
밀라 요보비치의 럭키 트러블,Lucky Trouble,2011,러시아,온라인전용,"멜로/로맨스,코미디",기타,,
크리스마스의기적: 욜키1914,Yolki 1914,2014,러시아,온라인전용,코미디,기타,,
최면술사,The Thing on the Doorstep,2014,미국,온라인전용,"공포(호러),미스터리,스릴러",기타,,
꿈,Dream,2015,한국,장편,드라마,기타,원창성,
"멘, 우먼 & 칠드런","Men, Women & Children",2014,미국,장편,"코미디,드라마",기타,제이슨 라이트맨,
셔플,Shuffle,2011,미국,장편,드라마,기타,커트 쿠엔,
서드하프,The Third Half,2012,"마케도니아,체코,미국",장편,드라마,기타,다르코 미트레브스키,
전전날,The Day Before the Day,2018,한국,단편,코미디,기타,박광호,
토마토의 정원,Yellow Tomato,2020,한국,단편,드라마,기타,박형남,
루즈,Lip Rouge,2020,한국,단편,드라마,기타,조민서,
섶,Depend,2020,한국,단편,드라마,기타,허진석,
SESIFF2022 영등포 스토리,Yeondeungpo Story,2022,한국,옴니버스,다큐멘터리,기타,,
아들의 방,The Son's Room,2001,이탈리아,장편,"가족,드라마",개봉,난니 모레티,
나쁜 녀석들 II,Bad Boys 2,2003,미국,장편,액션,개봉,마이클 베이,콜럼비아트라이스타
테이큰,Taken,2008,프랑스,장편,"범죄,스릴러,액션",개봉,피에르 모렐,
곽부성의 살인범,Murderer,2009,홍콩,장편,"범죄,미스터리",기타,주현량,
선물,Last Present,2001,한국,장편,드라마,개봉,오기환,"(주)좋은영화,좋은영화"
아따맘마 - 극장판,My Family,2010,일본,장편,"애니메이션,가족,코미디",개봉,야스미 테츠오,
늑대사냥,Project Wolf Hunting,2022,한국,장편,"액션,범죄",개봉,김홍선,"(주)콘텐츠지,(주)영화사채움"
SESIFF2022 초등학교 단체관람3,Screening for Elementary School 3,2022,기타,옴니버스,애니메이션,기타,,
SESIFF2022 초등학교 단체관람2,Screening for Elementary School 2,2022,기타,옴니버스,애니메이션,기타,,
SESIFF2022 초등학교 단체관람1,Screening for Elementary School 1,2022,기타,옴니버스,애니메이션,기타,,
SESIFF2022 끌레르몽페랑에서 온 동화,Fairytales from Clermont-Ferrand,2022,기타,옴니버스,애니메이션,기타,,
달려라 정이,Running Girls,2022,한국,단편,드라마,기타,박나나,
10트릭,Ten Tricks,2022,미국,장편,드라마,기타,리처드 파가노,
오펜하이머,Oppenheimer,2023,미국,장편,드라마,개봉예정,크리스토퍼 놀란,
바스터즈: 거친 녀석들,Inglourious Basterds,2009,"미국,독일",장편,"액션,드라마,전쟁",개봉,쿠엔틴 타란티노,더 웨인스테인 컴퍼니
