순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
421,가슴 큰 여자친구 무삭제판,준세,(주)담화,,(주)담화,2019-08-28,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
422,가슴 큰 처제,이동준,미라클필름,,케이엘 픽쳐스,2019-12-17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
423,가슴 큰 형수,이동준,케이엘 픽쳐스,,케이엘 픽쳐스,2019-12-23,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
424,그녀와 아줌마의 동거,유강,(주)나우콘텐츠,,(주)나우콘텐츠,2018-12-07,개봉영화,장편,한국,1,"300,000",60,"300,000",60,,청소년관람불가,일반영화
425,남편상사들,나기라 겐조,(주)라온컴퍼니플러스,,(주)라온컴퍼니플러스,2019-12-16,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
426,내 아내는 둘이다,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-11-25,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
427,누나의맛 무삭제판,미스터빽,(주)담화,,(주)담화,2019-10-22,개봉영화,장편,한국,1,"300,000",60,"300,000",60,기타,청소년관람불가,일반영화
428,당신이 기쁘다면,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2019-12-10,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
429,리얼라이저,백마,유로 프로덕션,,유로 프로덕션,2018-09-03,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
430,아내의알바,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,2019-10-17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
431,어린고모 무삭제판,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,2019-10-29,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
432,여배우: 섹스수업 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,,(주)제이에이와이이엔터테인먼트,2019-10-01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
433,옆집아가씨 무삭제판,신성진,(주)담화,,(주)담화,2019-08-01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,기타,청소년관람불가,일반영화
434,음란한 모델 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,,(주)제이에이와이이엔터테인먼트,2018-11-02,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
435,탐스런 옆집아내,한동연,(주)가온콘텐츠,,(주)가온콘텐츠,2019-10-18,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
436,화끈한 홈서비스 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,,(주)제이에이와이이엔터테인먼트,2018-08-17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
437,섹스하기 좋은 날 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-03-12,개봉영화,장편,한국,20,"177,000",58,"78,000",39,멜로/로맨스,청소년관람불가,일반영화
438,이상한 게임,신재천,디자인 콘텐츠,,디자인 콘텐츠,2019-06-09,개봉영화,장편,한국,1,"324,000",54,"324,000",54,미스터리,15세이상관람가,일반영화
439,콩쥐별전 - 전주성의 비밀,배효상,유한회사 올빼미하우스,,유한회사 올빼미하우스,2019-07-27,개봉영화,장편,한국,1,"219,000",52,0,0,애니메이션,전체관람가,일반영화
440,노래방 : 화끈한 여자들 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2018-11-09,개봉영화,장편,한국,3,"160,000",30,0,0,멜로/로맨스,청소년관람불가,일반영화
441,우리 누나 친구 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2019-10-24,개봉영화,장편,한국,20,"130,000",26,0,0,멜로/로맨스,청소년관람불가,일반영화
442,며느리의 남자 무삭제,김환,(주)영화사가을,,(주)영화사가을,2019-10-31,개봉영화,장편,한국,20,"112,000",22,0,0,멜로/로맨스,청소년관람불가,일반영화
443,정사 2018 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-02-21,개봉영화,장편,한국,20,"109,000",22,0,0,멜로/로맨스,청소년관람불가,일반영화
444,관계 : 특별한 형수 무삭제,김환,(주)영화사가을,,(주)영화사가을,2019-11-07,개봉영화,장편,한국,1,"106,000",21,0,0,멜로/로맨스,청소년관람불가,일반영화
445,친구 누나 3 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-03-07,개봉영화,장편,한국,20,"107,000",21,0,0,멜로/로맨스,청소년관람불가,일반영화
446,가족 연애사,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2019-12-27,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
447,거짓말 : 여자 모델의 섹스,유해종,(주)영화사가을,,(주)영화사가을,2019-03-21,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
448,나쁜 처제,김부곤,(주)영화사가을,,(주)영화사가을,2019-07-01,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
449,내 동생의 아내,조태호,(주)영화사가을,,(주)영화사가을,2019-01-14,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
450,내 아내의 언니 3,조태호,(주)영화사가을,,(주)영화사가을,2019-01-24,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
451,내 아내의 엄마,김부곤,(주)영화사가을,,(주)영화사가을,2019-02-25,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
452,내 처제가 된 첫사랑 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-03-19,개봉영화,장편,한국,20,"101,000",20,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
453,내 친구의 숙모,김부곤,(주)영화사가을,,(주)영화사가을,2019-03-05,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
454,내 학생의 엄마 4,유해종,(주)영화사가을,,(주)영화사가을,2019-10-14,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
455,노래방 : 화끈한 여자들 2,이민우,(주)영화사가을,,(주)영화사가을,2019-11-25,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
456,누나 친구 3,김부곤,(주)영화사가을,,(주)영화사가을,2019-04-08,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
457,동호회의 목적 2,김부곤,(주)영화사가을,,(주)영화사가을,2019-04-23,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
458,룸싸롱 여대생들 2,조태호,(주)영화사가을,,(주)영화사가을,2019-07-08,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
459,룸싸롱 : 맛있는 서비스 2,김성종,(주)영화사가을,,(주)영화사가을,2019-09-30,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
460,맛있는 동거 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-02-14,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
461,밀애 2019 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-05-21,개봉영화,장편,한국,20,"105,000",20,"7,000",1,멜로/로맨스,청소년관람불가,일반영화
462,밀애 : 착한 형수,김부곤,(주)영화사가을,,(주)영화사가을,2018-12-27,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
463,밀애 : 친구엄마 2,임현태,(주)영화사가을,,(주)영화사가을,2019-06-24,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
464,변호인의 완전한 사육,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2019-11-25,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
465,부부교환의 목적,김종민,(주)로드하우스,,(주)로드하우스,2019-08-09,개봉영화,장편,한국,20,"109,000",20,0,0,드라마,청소년관람불가,일반영화
466,불륜 동창회 2,김종민,(주)영화사가을,,(주)영화사가을,2019-02-18,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
467,불륜 며느리,조태호,(주)영화사가을,,(주)영화사가을,2019-06-19,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
468,새엄마 3,김부곤,(주)영화사가을,,(주)영화사가을,2019-01-03,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
469,세자매의 스와핑,김민우,(주)영화사가을,,(주)영화사가을,2019-11-06,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
470,스와핑 : 상사의 아내 무삭제,김환,(주)영화사가을,,(주)영화사가을,2019-12-16,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
471,스와핑 : 아내의 친구,,(주)영화사가을,,(주)영화사가을,2019-11-18,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
472,스와핑 : 완벽한 이웃,김부곤,(주)영화사가을,,(주)영화사가을,2019-11-04,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
473,아내가 그놈에게 당했다 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-12-09,개봉영화,장편,한국,20,"100,000",20,0,0,드라마,청소년관람불가,일반영화
474,아내의 동창회 2,김종민,(주)영화사가을,,(주)영화사가을,2019-08-05,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
475,아내의 맛,김부곤,(주)영화사가을,,(주)영화사가을,2019-01-31,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
476,아내의 엄마 2 무삭제,김빛나,(주)영화사가을,,(주)영화사가을,2019-04-04,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
477,아들의 여자,김부곤,(주)영화사가을,,(주)영화사가을,2019-09-16,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
478,아름다운 장모,김종민,(주)로드하우스,,(주)로드하우스,2019-08-13,개봉영화,장편,한국,20,"109,000",20,0,0,기타,청소년관람불가,일반영화
479,애인 : 친구의 딸 무삭제,김종민,(주)영화사가을,,(주)영화사가을,2019-06-04,개봉영화,장편,한국,20,"105,000",20,"7,000",1,멜로/로맨스,청소년관람불가,일반영화
480,엄마의 유혹 2,,(주)영화사가을,,(주)영화사가을,2019-12-02,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
481,엄마친구 6,김민우,(주)영화사가을,,(주)영화사가을,2019-11-08,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
482,엄마친구들 3,정현수,(주)영화사가을,,(주)영화사가을,2019-08-12,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
483,여자 동창생들,김종민,(주)영화사가을,,(주)영화사가을,2019-10-22,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
484,여자 하숙집 3,조태호,(주)영화사가을,,(주)영화사가을,2019-06-12,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
485,여직원들 : 직장 연애사 2,조태호,(주)영화사가을,,(주)영화사가을,2019-01-17,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
486,여친 엄마 3 무삭제,김종민,(주)영화사가을,,(주)영화사가을,2019-06-26,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
487,연애 : 엄마친구 2,김부곤,(주)영화사가을,,(주)영화사가을,2019-05-07,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
488,예비 사위,김부곤,(주)영화사가을,,(주)영화사가을,2019-11-13,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
489,오르가즘 특강,김석만,(주)로드하우스,,(주)로드하우스,2019-11-01,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
490,옷 잘 벗는 예쁜 누나,김부곤,(주)영화사가을,,(주)영화사가을,2019-10-07,개봉영화,장편,한국,11,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
491,은밀한 관계 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-07-22,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
492,음란가족,김종민,(주)로드하우스,,(주)로드하우스,2019-05-30,개봉영화,장편,한국,20,"109,000",20,0,0,드라마,청소년관람불가,일반영화
493,음란한 자매,김래이,노바엔터테인먼트,,노바엔터테인먼트,2019-07-12,개봉영화,장편,한국,20,"109,000",20,0,0,코미디,청소년관람불가,일반영화
494,일반인 속초,김석만,(주)로드하우스,,(주)로드하우스,2019-12-05,개봉영화,장편,한국,20,"109,000",20,0,0,성인물(에로),청소년관람불가,일반영화
495,자매의 노예,김레리,노바엔터테인먼트,,노바엔터테인먼트,2019-09-11,개봉영화,장편,한국,20,"109,000",20,0,0,성인물(에로),청소년관람불가,일반영화
496,작은 엄마 2 무삭제,김환,(주)영화사가을,,(주)영화사가을,2019-12-23,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
497,장모의 딸,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2019-11-25,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
498,전망 좋은 하숙집,김부곤,(주)영화사가을,,(주)영화사가을,2019-07-29,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
499,젊은 엄마 친구 2,정현수,(주)영화사가을,,(주)영화사가을,2019-09-23,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
500,정사 2019 무삭제,김이슬,(주)영화사가을,,(주)영화사가을,2019-11-27,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
501,정사 : 아내의 친구 2 무삭제,조태호,(주)영화사가을,,(주)영화사가을,2019-08-14,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
502,정사 : 엄마친구 무삭제,김환,(주)영화사가을,,(주)영화사가을,2019-10-10,개봉영화,장편,한국,20,"100,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
